|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |bv_color|
|  -25.93|   27.60|     38686| 6.45|118.80777774|-30.91771061|   1.474|
|   82.88|   21.81|     79980| 5.53|244.88617634|-30.90676896|   0.466|
|  -34.53|    0.64|    107608| 5.02|326.93405546|-30.89830582|   0.042|
|    2.31|  -27.21|     35241| 6.30|109.23839680|-30.89694595|   0.200|
|  -10.46| -293.31|     57841| 5.85|177.92340338|-30.83409571|   0.554|
|  -43.60|   23.11|     34782| 6.10|108.01716282|-30.82142072|   0.273|
|  122.99|  104.95|     13363| 6.38|042.98401010|-30.81477504|   0.484|
|  -30.32|  -66.45|     21958| 5.66|070.78880760|-30.76539538|   1.391|
| -127.97|  -69.59|     90260| 5.58|276.25630334|-30.75640093|   1.138|
|   12.57|  -28.23|     89020| 5.53|272.52418933|-30.72859747|   0.979|
|   15.32|    7.15|     10320| 5.27|033.22691696|-30.72384252|  -0.013|
|   34.13|  -18.37|    103103| 6.35|313.35390569|-30.71890920|   1.100|
|  -13.58|    6.65|     21486| 6.28|069.21225109|-30.71679507|  -0.095|
|   40.41|  -39.68|     71154| 6.07|218.29009826|-30.71497213|   1.030|
|  -13.01|   11.43|     35083| 5.36|108.83783435|-30.68647453|  -0.155|
| -107.65| -209.53|    111934| 5.88|340.09324845|-30.65836159|   1.297|
|   -8.22|    7.41|     34248| 6.34|106.50205197|-30.65572890|  -0.131|
|  -29.27|    2.44|     51376| 5.57|157.39749325|-30.60707101|  -0.041|
|   53.50|  -20.00|    108259| 6.41|328.98168177|-30.60587153|   0.927|
|   29.45|   -1.45|     82731| 6.34|253.64974943|-30.58733700|   0.214|
| -336.20|  -41.34|     72772| 6.30|223.13886782|-30.57715291|   0.605|
|  -48.92|  -12.75|     21393| 3.81|068.88779874|-30.56231049|   0.957|
|   10.60|   83.89|     73850| 6.48|226.39124303|-30.55106819|   0.489|
|   86.05|  -59.89|     98351| 6.27|299.73486767|-30.53823810|   1.051|
|   -5.74|    8.08|     26862| 6.18|085.54826244|-30.53546199|   0.023|
|   47.49|    5.15|     18723| 5.93|060.16926440|-30.49070974|   0.036|
|   12.67|  -21.90|    101552| 6.42|308.69742531|-30.47341857|  -0.075|
|   -7.33| -191.92|     31870| 5.70|099.92777365|-30.47002424|   1.134|
|  -55.75| -181.53|     88635| 2.98|271.45218586|-30.42365007|   0.981|
|  -38.64|  -15.55|     61720| 5.86|189.76451917|-30.42234930|   1.207|
|  -11.89|  -66.39|     83896| 5.93|257.19810689|-30.40356872|   0.276|
|   -2.15|  -48.86|     45001| 5.59|137.48504809|-30.36528248|   0.179|
|   -4.15|    4.33|     34954| 6.32|108.48891963|-30.33980156|  -0.183|
|   10.21|  -12.25|     60468| 6.39|185.94925486|-30.33538535|   1.572|
|   -8.11|    7.14|     38901| 4.76|119.41713237|-30.33458703|   0.151|
| -265.29| -227.49|     57507| 6.48|176.81661416|-30.28595727|   0.681|
|   -1.53|  -14.44|     38792| 6.28|119.09468059|-30.28453466|   1.476|
|   -4.43|  -64.34|      7118| 5.79|022.93021487|-30.28292502|   1.073|
|    2.51|   -8.30|     88060| 5.00|269.77199900|-30.25300479|   1.654|
|  -14.43|  -45.27|     84445| 6.20|258.96400223|-30.21062099|  -0.027|
|  -11.49|    4.78|     47868| 6.45|146.34172832|-30.20276206|  -0.137|
|   98.67|  -73.97|     12288| 5.84|039.57748196|-30.19388274|   0.476|
|   26.20| -231.06|     17738| 5.52|056.98342907|-30.16732063|   0.973|
|    2.91|  -11.72|     50868| 6.25|155.80474516|-30.16223451|   0.304|
|   -8.71|   -4.47|     74857| 4.35|229.45768699|-30.14866233|   1.100|
|   32.50|  -68.66|    104148| 5.69|316.50468134|-30.12495361|   1.047|
|    8.00|    3.81|     30122| 3.02|095.07827982|-30.06337656|  -0.160|
|  -15.95|   -5.75|     12122| 5.74|039.03865189|-30.04496366|   1.017|
|   28.97|   92.79|     22280| 6.35|071.95649059|-30.02059732|   1.071|
|   33.81|    7.70|     99878| 6.30|303.96077438|-30.00529660|   1.513|
|   30.08|    3.81|     40656| 6.43|124.49275494|-30.00370618|   1.040|
| -108.68| -108.79|      9440| 5.34|030.31165140|-30.00156583|   0.883|
|    9.04|  -12.92|     54430| 6.47|167.06570976|-29.97245501|   0.029|
|    2.82|    3.35|    108952| 6.45|331.09930944|-29.91653781|   1.603|
|  119.68|   47.98|      7463| 5.69|024.03512124|-29.90743360|   0.335|
| -136.52|  -85.51|     77729| 6.39|238.05370687|-29.88634407|   0.991|
|  -14.10|    3.66|     93506| 2.60|285.65301428|-29.88011429|   0.062|
|   14.38| -137.41|     85423| 4.28|261.83860010|-29.86669942|   0.402|
|  -16.38|   -5.53|     13768| 6.29|044.30380182|-29.85527529|   0.472|
|   29.96|  -26.38|     89931| 2.72|275.24842337|-29.82803914|   1.380|
|   -0.84|   15.16|     90485| 5.90|276.95618477|-29.81690216|   0.517|
|   15.47|   -3.14|     15024| 6.17|048.40806266|-29.80412191|   1.041|
|  -22.10|  -26.54|     76600| 3.66|234.66410153|-29.77768935|  -0.177|
| -114.35| -271.56|     21248| 4.49|068.37762290|-29.76583186|   0.972|
|   10.94|  -41.69|     28899| 5.79|091.52304862|-29.75852227|   0.041|
|   17.55|  -49.32|     95619| 5.66|291.73529268|-29.74310537|  -0.014|
|   -8.10|  -31.72|     85442| 5.98|261.90648805|-29.72448960|   0.010|
|    9.66|   14.00|       183| 5.04|000.58297574|-29.72044805|  -0.150|
|   69.27|  -82.06|     80399| 5.40|246.16552568|-29.70446361|   0.625|
|    4.60|   -9.93|     91172| 6.36|278.99850622|-29.69907952|   1.272|
|   14.34|  -15.02|    106564| 6.42|323.72080115|-29.69608094|  -0.097|
|  -15.71|    9.52|      9521| 6.40|030.61781113|-29.66566527|   0.135|
|   25.20|   21.72|     45249| 6.38|138.33972458|-29.66442214|   1.600|
|  -59.71|    8.85|     51364| 5.58|157.37088906|-29.66385399|   1.420|
|  329.22| -164.22|    113368| 1.17|344.41177323|-29.62183701|   0.145|
|    4.03|   -4.61|     88567| 4.66|271.25509380|-29.58007620|   0.774|
|  -77.97|    7.92|     66060| 6.45|203.14383052|-29.56528224|   0.438|
|  -25.41|  -91.25|     42483| 4.86|129.92704475|-29.56086189|   0.900|
|  -86.56|  -77.17|     66563| 5.81|204.67552479|-29.56067984|   0.431|
|  -27.91|  -29.31|      2661| 5.55|008.42108802|-29.55820696|   1.262|
|   -7.54|  -14.49|    112862| 5.99|342.83726823|-29.53627381|   0.907|
| -102.77|  -31.82|      4932| 6.28|015.82401808|-29.52577074|   0.932|
|   14.64|  -21.15|     94272| 6.28|287.82835331|-29.50224142|  -0.031|
|  -24.87|  -23.81|     70753| 4.97|217.04351389|-29.49157976|  -0.074|
|   -7.86|   -5.98|    118277| 5.59|359.86625700|-29.48515314|   1.599|
|  -15.79|    5.43|     43370| 5.86|132.50934024|-29.46301021|   0.948|
|   -6.77|    5.15|    113532| 5.51|344.89901144|-29.46232352|   0.271|
|   -1.57|  -10.96|     27705| 6.47|087.99828407|-29.44939942|   1.473|
|  -85.58|  -87.92|     79302| 5.09|242.75886281|-29.41600661|   1.131|
|    0.17|  -46.64|     92643| 6.12|283.15435467|-29.37956282|   1.344|
|   16.24|  -19.19|    112102| 6.12|340.59198418|-29.36099924|   1.522|
|   22.44|    6.30|      4577| 4.30|014.65144118|-29.35746436|  -0.154|
|   30.42|  -11.43|     75272| 6.50|230.68828639|-29.34190690|   1.011|
|    7.18|    3.80|     17618| 5.91|056.61426555|-29.33816606|   0.110|
|  -13.12|  -61.77|     95456| 5.91|291.26687908|-29.30920884|   1.278|
|   -3.76|    6.66|     35904| 2.45|111.02377104|-29.30311979|  -0.083|
|   12.56|    8.54|      9677| 4.68|031.12262534|-29.29683966|  -0.156|
|  -37.72|  -14.42|     69623| 6.10|213.75532477|-29.28186854|   0.040|
|   29.15|    3.44|       345| 6.38|001.08457463|-29.26883006|   0.006|
|  -20.32|  144.40|     56280| 4.93|173.06840611|-29.26137351|   0.540|
|  -28.60|  -26.31|     59742| 6.50|183.77674609|-29.23719253|   1.086|
|  -15.20|  -25.10|     78104| 3.87|239.22119438|-29.21401221|  -0.199|
| -305.06|  225.64|     57001| 6.44|175.28584703|-29.19682236|   0.651|
|  -17.32|  -29.41|     73171| 6.28|224.30716730|-29.15760702|  -0.011|
|  -10.12|    2.32|     36258| 5.55|111.99653073|-29.15590180|  -0.048|
|  -32.60|  -42.55|     27901| 6.34|088.55852070|-29.14710228|   0.370|
|   34.54|   -9.53|     78575| 6.07|240.66416321|-29.13577664|   1.304|
|   18.53|   -6.31|    101211| 6.35|307.73663000|-29.11265034|   0.227|
|  -50.03|  -33.30|     67523| 6.19|207.52725777|-29.08124029|  -0.009|
|  -15.40|   10.85|     50456| 5.52|154.53166913|-28.99202661|   0.277|
|  371.49|  612.26|     14879| 3.80|048.01783332|-28.98910623|   0.543|
|   32.77|  -71.48|      1708| 5.18|005.37990144|-28.98129509|   1.006|
|    2.63|    2.29|     33579| 1.50|104.65644451|-28.97208931|  -0.211|
|   -4.57|    3.88|     37677| 3.94|115.95196716|-28.95483520|   0.160|
|    1.64|  -54.67|     13907| 6.14|044.77705541|-28.90707982|   1.044|
|  -43.93|  -32.87|     75790| 6.43|232.24453930|-28.86681151|   0.608|
|   58.42|  -21.46|    113669| 5.55|345.33061462|-28.85390821|   1.349|
| -128.65|   20.58|     46026| 4.71|140.80140137|-28.83392305|   0.892|
|  -43.24|  -52.69|    114254| 5.60|347.08790152|-28.82356853|   0.882|
|  -43.82|   25.19|     44130| 6.24|134.81604453|-28.80607879|   0.997|
|  155.37|  -16.12|     15357| 5.93|049.51038343|-28.79703600|   0.337|
|  119.95|  -98.62|     97515| 6.04|297.29803947|-28.78873269|   0.403|
|  -19.44|   -5.62|     46329| 6.12|141.68714002|-28.78768232|  -0.089|
| -164.83| -120.68|     30503| 6.37|096.18328956|-28.77981914|   0.626|
| -212.64|  -66.68|    105228| 6.40|319.72633611|-28.76565847|   0.966|
|   -0.82|   -5.21|     88012| 5.99|269.66270935|-28.75907603|  -0.077|
|  -47.11|  -11.75|    111801| 6.46|339.68626016|-28.74818538|   1.034|
|   25.52|   -3.92|     26309| 6.26|084.04282744|-28.70800575|   0.151|
|  -95.64|  -22.18|     66065| 5.69|203.14984195|-28.69271440|   0.037|
|  -37.99|   42.58|     26460| 5.28|084.43601282|-28.68979391|   0.486|
|   11.73|    4.05|    100738| 5.86|306.36175161|-28.66327932|   1.101|
|   10.55|  -14.41|     89622| 6.18|274.35033079|-28.65202985|   0.184|
|   -5.31|   10.32|     27303| 6.22|086.76908719|-28.63893860|  -0.132|
|  -10.55|   -8.43|     43215| 6.42|132.06097234|-28.63877951|   1.364|
|   -0.03|   -7.67|     93925| 6.05|286.87850541|-28.63678162|   1.579|
|  -88.84|   43.79|     46810| 6.43|143.07685571|-28.62787596|   0.358|
|  -19.80|   -6.55|     43394| 6.17|132.59020878|-28.61760308|  -0.055|
|  -33.79| -100.59|     79881| 4.80|244.57467023|-28.61377598|   0.008|
|  -39.83|   -0.34|     49967| 6.28|153.01198942|-28.60595499|   0.019|
| -168.90|  -66.42|     67890| 6.05|208.56979864|-28.56942861|   1.129|
|  282.83| -441.94|     33094| 6.05|103.39064640|-28.53872019|   0.708|
|  -28.20|   -0.47|     81992| 5.99|251.25086797|-28.50965621|   0.103|
|  -23.42|  -41.48|     33760| 6.28|105.17719800|-28.48947369|   0.449|
|    3.82|  -27.16|     58158| 5.93|178.91720463|-28.47703681|   1.499|
|   24.77|  -31.59|     88839| 4.55|272.02067917|-28.45701627|   0.938|
|   14.81|    0.30|    108661| 5.43|330.20922938|-28.45373726|  -0.095|
|   39.09|  -99.84|    114969| 6.24|349.28638088|-28.43803072|   1.556|
|    6.98|   -3.51|     90012| 6.15|275.50055387|-28.42995389|   0.264|
|  -22.99|  -40.90|     79399| 5.67|243.06689523|-28.41720570|   0.012|
|  -13.62|   29.79|     37648| 4.63|115.88498187|-28.41095714|   1.632|
|   15.77|   10.11|    115121| 6.49|349.76368600|-28.38787084|   1.535|
|  -66.90|  -18.71|     36917| 4.65|113.84557180|-28.36927798|  -0.111|
|   94.84|  -41.22|    111879| 6.30|339.93383671|-28.32556040|   1.006|
|  -29.54|  -39.41|     62131| 5.46|191.00229297|-28.32386102|   1.346|
|   29.36|   24.02|    109412| 6.44|332.50055511|-28.29249314|   0.147|
|  132.39| -151.56|     89620| 6.36|274.34860342|-28.28860655|   0.536|
|  -81.10|   -4.58|     51551| 6.04|157.95305052|-28.23709212|   0.501|
|  -12.69|   -1.40|     11918| 4.96|038.46130170|-28.23234010|  -0.050|
|   -8.59|  -22.50|     81266| 2.82|248.97066423|-28.21596156|  -0.206|
|   14.76|  -23.35|     76567| 6.32|234.56583222|-28.20660943|   1.176|
|    0.37|  -29.26|     85084| 5.30|260.83996212|-28.14276032|   1.549|
|  -13.26|   -3.48|     76470| 3.60|234.25607748|-28.13507099|   1.361|
|  100.03| -104.04|    117452| 4.59|357.23116631|-28.13001480|   0.001|
|  -77.63|    2.12|     65969| 6.48|202.88841442|-28.11274555|   0.090|
|  282.98| -440.90|     14086| 5.88|045.40604298|-28.09048221|   0.794|
|   18.93|    1.74|    114366| 5.88|347.43590830|-28.08857609|   1.311|
|   -4.04|   18.19|     22192| 6.18|071.60730189|-28.08748820|   0.189|
|  -73.09|  -22.24|     54477| 5.43|167.18353198|-28.08061647|   0.069|
|   31.86|  -18.17|     87836| 5.76|269.17424596|-28.06534940|   0.207|
|  -63.36|  -22.14|     77235| 6.49|236.55372448|-28.06142741|   0.332|
|   84.22|  -34.14|     73566| 5.83|225.52657921|-28.06052808|   0.164|
|   16.72|  -31.22|     76259| 5.13|233.65545605|-28.04690734|   1.306|
|   72.57|   -9.99|       761| 5.42|002.33758620|-27.98790390|   0.414|
| -237.37|  -62.37|     72571| 4.42|222.57277790|-27.96021925|   1.366|
|   21.55|   25.85|     17007| 6.01|054.69857269|-27.94311708|  -0.027|
|   46.55|   22.19|     13202| 5.39|042.47562958|-27.94203549|   0.013|
|   -6.01|    4.64|     33856| 3.49|105.42979876|-27.93484165|   1.729|
|  -10.31|  -23.17|     79404| 4.58|243.07588221|-27.92631564|  -0.172|
|  -11.68|  -17.16|    103168| 6.41|313.52740209|-27.92519765|   1.634|
|    4.04|   -3.72|     86725| 6.40|265.82377433|-27.88397195|   0.438|
|  -12.48|   38.83|     35205| 4.66|109.14583928|-27.88127313|   1.589|
|   20.78|  -67.08|     26412| 6.15|084.31872154|-27.87119898|   0.322|
|   11.07|  -16.26|     95408| 6.03|291.12571955|-27.86590574|  -0.117|
|   26.39|   -4.14|     35848| 5.37|110.87072892|-27.83428348|   1.539|
|   65.72|  -20.57|     14551| 6.18|046.96168705|-27.83110110|   0.166|
|   -3.62|  -10.67|     87072| 4.53|266.89011276|-27.83076255|   0.600|
|    4.61|   17.09|       930| 5.41|002.89340430|-27.79977820|   1.346|
|   10.75|   -5.10|      4363| 6.11|013.98137347|-27.77582706|   1.674|
|   -7.55|    5.87|     31037| 5.92|097.69288857|-27.76958910|  -0.156|
|  -53.06|   37.76|     47758| 4.78|146.05054261|-27.76956287|   0.516|
|   22.88|    1.90|    109789| 5.45|333.57806796|-27.76691218|  -0.121|
|   -8.01|  -48.38|     84175| 6.12|258.10444671|-27.76200634|  -0.048|
| -201.57| -116.63|     70306| 4.78|215.77461567|-27.75373395|   1.300|
|    2.41|   -1.23|     60603| 6.09|186.32670513|-27.74899915|   1.272|
|   35.15|  -36.35|    103902| 6.25|315.79235790|-27.73150578|   0.945|
| -133.49|   88.16|     43409| 4.02|132.63338051|-27.71005869|   1.272|
|   32.28|   14.35|     98688| 4.43|300.66441367|-27.70987972|   1.640|
|   83.00| -100.92|     43825| 4.87|133.88131490|-27.68162589|   0.142|
|  -50.79| -250.51|     93864| 3.32|286.73517629|-27.66981416|   1.169|
|  -47.62|   -8.60|     73284| 5.65|224.66369181|-27.65729301|   0.262|
|  200.52|   94.21|     19095| 5.59|061.40543294|-27.65203636|   0.324|
|   98.92| -112.77|    104750| 5.41|318.32194676|-27.61905854|   1.425|
| -152.82|  -63.33|     62500| 5.65|192.10982759|-27.59723017|   0.947|
|   -8.99|    7.60|     33492| 6.22|104.42765274|-27.53752364|  -0.147|
|   -9.40|    1.87|     34624| 5.46|107.58052770|-27.49152460|   0.998|
|  -73.03|   23.82|     48776| 6.32|149.22558279|-27.47521203|   0.173|
|  -32.38|   -4.12|     68581| 5.47|210.59501153|-27.42976294|   1.331|
| -112.98|   21.52|     51979| 4.87|159.30749487|-27.41268661|   1.626|
|   -3.46|   -8.09|     24831| 5.98|079.84869643|-27.36886420|  -0.022|
|   -3.22|    5.79|     34924| 6.12|108.40188094|-27.35637407|  -0.234|
|   97.86|  -45.12|      8233| 6.38|026.50414338|-27.34872151|   0.366|
|   -6.18|  293.89|     32322| 6.43|101.21648345|-27.34238072|   0.550|
|  -13.48|  -26.41|     77900| 6.15|238.62549047|-27.33857445|  -0.069|
| -278.14|   95.43|     48468| 6.28|148.24254341|-27.33240371|   0.622|
|    7.67|   53.45|     16029| 5.93|051.59383221|-27.31760910|   0.934|
| -190.74|   -6.87|     54204| 4.92|166.33346925|-27.29359566|   0.369|
|   34.44|  -17.10|     54255| 5.69|166.48978075|-27.28781183|  -0.067|
|  -83.31|    7.23|     57749| 6.48|177.65515301|-27.27795367|   0.980|
|  -13.44|  -35.52|     69415| 5.07|213.19180466|-27.26110002|   1.130|
|   -0.60|    7.43|    102414| 6.50|311.30467248|-27.24729815|   0.946|
|    9.60|  -14.95|     98162| 4.54|299.23677038|-27.16986250|   1.462|
|   -2.50|    4.26|     33532| 6.36|104.53147991|-27.16439185|  -0.186|
|   -9.10|  -57.18|     29294| 5.72|092.64452684|-27.15420421|   1.072|
|  -23.12|    3.03|     69977| 6.35|214.77988682|-27.14115459|   1.591|
|   79.52|  -94.16|     61621| 5.41|189.42594398|-27.13865883|   0.334|
|  119.31|  -20.31|    111045| 5.95|337.44142048|-27.10723481|   0.362|
|  -37.72|   15.41|     42071| 6.40|128.62386686|-27.09819859|   1.429|
|   22.01|   -0.88|    111954| 4.18|340.16385653|-27.04361480|  -0.105|
|   29.36|    0.84|    117860| 6.34|358.58911989|-27.04290947|   0.197|
|    4.48|   -2.76|     89678| 4.66|274.51328312|-27.04263452|   1.629|
|  -40.79|  -29.65|     35044| 5.58|108.71328410|-27.03792355|   1.220|
| 1241.35| -181.46|     99825| 5.73|303.81907470|-27.03253576|   0.878|
|  -55.56|   35.83|     50066| 6.23|153.33117633|-27.02897817|   0.316|
|  -46.86|   71.46|     36848| 5.78|113.64510631|-27.01244868|   1.045|
|   51.15|    0.45|     92041| 3.17|281.41397083|-26.99077940|  -0.107|
|  -19.59|  -11.20|    115312| 5.65|350.31462908|-26.98674162|   0.817|
|   22.16|  -42.97|     95865| 5.46|292.46738503|-26.98551060|   1.120|
|   -1.17|   -5.48|     87163| 6.31|267.11598733|-26.97493164|   0.094|
|   -4.97|    5.63|     35611| 6.00|110.22882941|-26.96385160|  -0.172|
|   -9.40|  -65.27|     33040| 6.33|103.25127657|-26.95747344|   1.408|
|   10.88|  -29.41|     24505| 5.06|078.85152247|-26.94343723|  -0.067|
|   -7.97|   -2.54|    102978| 4.12|312.95540084|-26.91912642|   1.633|
|   15.24|  -24.68|    103777| 6.04|315.43862372|-26.88093351|   0.073|
|   -3.96|   -3.19|     37293| 6.50|114.86243597|-26.86309474|  -0.094|
|   -4.70|  -56.07|     70538| 6.48|216.44905121|-26.85210525|   0.941|
|  -31.26|   18.68|     42147| 5.95|128.86967445|-26.84353277|   0.393|
|   11.75|    9.03|     36264| 6.26|112.00800583|-26.83899600|   1.513|
|   67.88| -123.74|     53963| 6.21|165.60170418|-26.83120466|   0.307|
|   12.59|   -9.54|    108975| 5.97|331.15316181|-26.82233560|  -0.167|
|  -26.98|   15.87|     54703| 6.43|167.99107396|-26.80615228|   0.924|
|  -17.00|   23.08|     37229| 3.80|114.70783872|-26.80389240|  -0.159|
|   -0.73|    1.56|     35326| 6.45|109.45005353|-26.79755949|  -0.153|
|  -11.50|    7.67|     35037| 4.01|108.70275679|-26.77268601|  -0.150|
|  -44.69|   11.59|     44887| 6.15|137.18150569|-26.76762631|   0.170|
|   -8.64|  -35.91|     90510| 6.28|277.02571606|-26.75715814|   0.157|
|  -34.88|   -9.68|     57613| 5.10|177.18793920|-26.74975369|   1.594|
|  -82.86|   19.69|     56293| 6.15|173.09723921|-26.74685306|   1.670|
| -109.86|   31.80|     62788| 6.14|192.99153012|-26.73835190|   0.232|
|   21.51|   22.95|     25180| 6.49|080.79991836|-26.70548911|   0.505|
|  -17.97|   13.09|     29233| 6.27|092.44648871|-26.70111783|   1.010|
|   43.05| -140.82|     68895| 3.25|211.59278733|-26.68201883|   1.091|
|    2.12|  -79.49|     51885| 6.29|159.01877664|-26.67528564|   0.475|
|   26.55|  -53.48|     44290| 6.20|135.29751141|-26.66358657|   1.137|
|   -3.25|  -60.99|     92635| 6.28|283.11798729|-26.65062176|   0.941|
|  -10.65|   -8.83|     72378| 5.76|221.98985195|-26.64613329|  -0.007|
|   -9.10|  -36.94|     90478| 6.31|276.93233601|-26.63475516|   0.263|
|   54.18|   21.09|    118076| 6.26|359.28384615|-26.62349762|   1.452|
|   13.08|  -17.86|     69458| 6.23|213.30519927|-26.61226602|   1.071|
|   41.60|   22.84|     15585| 6.40|050.18823634|-26.60656152|   0.542|
| -473.69|-1143.93|     84405| 4.33|258.83869698|-26.60004896|   0.855|
|  -22.42|    0.69|     46578| 5.49|142.47716139|-26.58961727|   1.345|
|   -7.77|    6.70|     35427| 5.29|109.71366298|-26.58587077|   0.956|
|  -71.84|    1.55|     64375| 6.49|197.91351870|-26.55172563|   0.193|
|  -77.40|   29.70|     48763| 6.27|149.19538618|-26.54974395|   0.219|
| -479.71|-1123.37|     84478| 6.33|259.05698088|-26.54341625|   1.144|
|  -28.16|  -37.56|     80910| 6.07|247.84528782|-26.53755183|   1.085|
|   -2.72|  -12.71|     83740| 6.26|256.72177870|-26.51299082|  -0.038|
|  -92.70|   15.43|     66400| 5.73|204.20212206|-26.49523551|   0.220|
|    0.82|    5.42|     29347| 6.08|092.80690013|-26.48211370|  -0.021|
|  -10.16|  -23.21|     80763| 1.06|247.35194804|-26.43194608|   1.865|
